-4.871620365111766660e+00 1.725616231665665623e+02
-7.873644775731783341e+01 1.071788844417951054e+02
-2.355096776033667538e+01 1.256838722694413946e+02
-6.843091077295272839e+01 2.616295818742767665e+01
3.601826490636602784e+01 7.315076586770538825e+01
-5.907425808066363970e+00 3.217677821088386736e+00
-8.449431272812603311e+00 1.544394574321751747e+02
1.136629860599393851e+02 1.471327988989142455e+02
-1.446836462087025552e+02 6.554655850828623898e+01
-1.460463286305451902e+01 1.449535088537493266e+01
1.395354489597482939e+02 1.122263994028633647e+02
-6.698801367963636721e+01 -9.865000788046904745e+01
1.007258968233225005e+01 9.828928829200003747e+01
4.767070586209143812e+00 6.117240290029826610e+01
1.306587922065563134e+01 3.930194515641019848e+01
-1.533350128269825063e+02 -9.388198321351835318e+01
-1.011809185924965959e+01 1.040351271735840442e+02
1.537110109983663051e+02 1.674014635902154851e+02
-1.020704662985727396e+02 -8.491288033190981821e+01
-5.766327538803938069e+01 -3.388838351767245172e+01
2.993602493334063297e+01 1.904481614393034761e+00
7.309150924195535026e+01 1.245037386376448580e+02
1.516937951895756669e+02 1.592463527494592199e+02
-1.562509163162572463e+02 8.797184084946690064e+01
4.327635176495493852e+01 -5.704080536163945681e+01
8.220280356580394709e+01 1.793240880885263095e+02
1.677434684906243660e+02 1.549312302310590326e+02
3.744249987079086850e+01 -9.432801667991954275e+01
-2.589100596866563819e+01 3.610974706772438481e+01
1.248853003874394290e+02 1.141972787865121290e+02
1.314072052275423630e+02 1.775611163431601085e+02
-2.424841185324311255e+01 -1.320293235604541451e+02
-6.160255973870113166e+01 4.127751992061695319e+01
-1.475606664283244243e+02 -1.299897494293946068e+02
-1.305638237382547402e+02 -8.323869948833377919e+01
3.053854695104581651e+01 -2.301660106899518610e+01
8.822475619312768913e+01 6.955186538960049347e+01
1.255432552646112754e+01 7.035731652407594083e+01
-7.832915080986684586e+01 1.079138612422035521e+02
2.603105173598527244e+01 -8.662395340741733207e+01
-1.688425996456319922e+01 -5.781388896850862125e+01
-7.464157794031163462e+01 -6.614108802706678603e+01
-9.635123218274459589e+01 -1.413554051267705631e+02
1.324994514872054197e+01 -7.829196220567651210e+01
3.151671378864961071e+01 1.374591441203280056e+02
-1.695233173734777097e+02 -8.185973285183860071e+01
-7.430771298525939983e+00 6.404761435787753499e+01
3.953432762227856756e+01 4.758680399508824621e+01
6.702681697819843976e+01 1.574219549570146910e+02
-4.679777548505833806e+01 -1.074811182633558673e+02
-1.235398250789063184e+02 -1.056582055116816861e+02
-1.656707217138973363e+02 -1.414146204975879471e+02
1.017479807120392366e+02 5.325106192744181044e+01
-3.471444687291943865e+01 1.534537229171215813e+02
2.067932632574112972e+01 8.811142351292102148e+01
-8.379478919768683909e+01 -9.963086139461640300e+01
8.782725530938819247e+01 5.142131049511559127e+01
-7.633196748327175385e+01 1.155889376408212570e+02
-5.368934221653867667e+01 -1.212399000119610264e+02
-7.009691503990492834e+01 1.059746387082432761e+02
-2.428663935741676028e+01 1.236711644870242139e+02
-2.760845037479208486e+01 -4.688525830111382220e+01
-1.260738923201513728e+02 8.829515729648477418e+00
1.733420526149512852e+01 -6.120253641433518510e+01
1.547722491620074265e+02 1.480867099777398153e+02
-1.381450027795189044e+02 7.085773784079555071e+01
-1.056781225810688483e+02 -7.864128176507898615e+01
8.310516314964615958e+01 1.903093916680527400e+02
6.850753641137731620e+01 4.814496869629851972e+01
-1.366603326467322859e+02 7.743218632934139123e+01
-2.875949019065672019e+00 -5.784698255422932789e+01
-9.408188609350958131e+01 1.028614608939822688e+02
-1.542646945071226696e+02 -9.630680268774538888e+01
4.233379210358157252e+01 1.346663293546436080e+01
-1.083007093837742048e+02 -1.354665845423360224e+02
-1.949298436384475508e+01 9.275984024135414074e+01
1.511298943172621421e+02 1.720337671467887048e+02
9.716432664433074251e+01 1.028617123308401347e+02
-5.784010572102098990e+01 1.519716294395076943e+02
6.642334614259237924e+01 1.574574476275077473e+02
-8.600618791178330014e+01 -2.711506159379948144e+01
9.946026416391634939e+01 1.235893703042942207e+02
4.386953509011578944e+01 9.837959844802236375e+01
1.083043274646035456e+02 1.487427420697953835e+02
-8.488434944246132829e+01 4.459085838663713730e+01
-1.352923253080608390e+02 1.133531003031146156e+02
-9.368567150252651743e+01 2.272673520498562993e+01
5.689548202895730356e+01 1.607084187432571412e+02
-7.619783548599767187e+01 -9.465737576003675713e+00
-6.821149169711461013e+01 -1.502442890684008887e+02
-9.564549983422419643e+01 -7.337578603853820880e+01
3.259401322935121925e+01 1.140093005386410141e+02
-1.721226587224133482e+02 -8.891985817239429934e+01
-2.807235095390535662e+01 4.472748598140205445e+01
6.547581601916687077e+01 6.281778348014540825e+01
-1.311317682827790918e+02 -1.517843999270401980e+02
-1.584094489069293843e+02 5.057002566763367213e+01
